l1,l2,l3,l4,l5,l6,l7,l8,SampleTemp,Date,Prototype,Optics,CellType,Cell,Drug,Conc,Test,Folder,NPoints
0.192316949,0.834932545,3.107227042,1.207750907,0.639294161,0.620704114,0.759816943,1.123745416,21.422029,180227-1107 Saline Elite-1-4 10,Helium,,Elite-1,4,Saline,9,10,,0
0.19178499,0.834579399,0,1.20748915,0.638973094,0.62031386,0.759457847,1.12322149,21.417201,180227-1107 Saline Elite-1-4 11,Helium,,Elite-1,4,Saline,9,11,,0
0.191797545,0.834407481,3.091400784,1.207501696,0.638950539,0.620338481,0.759426427,1.123387367,21.414291,180227-1108 Saline Elite-1-4 12,Helium,,Elite-1,4,Saline,9,12,,0
0.192431627,0.835116028,3.091929832,1.208242948,0.639751746,0.621095456,0.760203813,1.123128392,21.410625,180227-1109 Saline Elite-1-4 13,Helium,,Elite-1,4,Saline,9,13,,0
0.191940123,0.834500009,3.098804548,1.207576602,0.639014028,0.620377345,0.759513748,1.123434051,21.405497,180227-1110 Saline Elite-1-4 14,Helium,,Elite-1,4,Saline,9,14,,0
0.19194852,0.834554617,0,1.207659082,0.639085943,0.620429125,0.759600135,1.123522644,21.401936,180227-1110 Saline Elite-1-4 15,Helium,,Elite-1,4,Saline,9,15,,0
0.19183721,0.834327959,3.091887538,1.207666519,0.639065609,0.62040218,0.759534008,1.123094731,21.398538,180227-1111 Saline Elite-1-4 16,Helium,,Elite-1,4,Saline,9,16,,0
0.191874377,0.834363391,3.09908073,1.207699569,0.639093406,0.620428137,0.759566359,1.123373308,21.394331,180227-1112 Saline Elite-1-4 17,Helium,,Elite-1,4,Saline,9,17,,0
0.192007105,0.834408651,3.088270382,1.207711541,0.639143254,0.6204918,0.759594658,1.123382526,21.391281,180227-1113 Saline Elite-1-4 18,Helium,,Elite-1,4,Saline,9,18,,0
0.191930996,0.834346738,3.091802699,1.207709673,0.639092711,0.620454528,0.75959733,1.123166561,21.388436,180227-1114 Saline Elite-1-4 19,Helium,,Elite-1,4,Saline,9,19,,0
0.191844566,0.834309741,3.08683024,1.207777131,0.639114222,0.620468538,0.759496581,1.123622214,21.385492,180227-1114 Saline Elite-1-4 20,Helium,,Elite-1,4,Saline,9,20,,0
0.191838447,0.834240563,3.0934325,1.20774923,0.639135399,0.62050108,0.759561279,1.123216716,21.383023,180227-1115 Saline Elite-1-4 21,Helium,,Elite-1,4,Saline,9,21,,0
0.191968106,0.834336754,3.094031138,1.207823696,0.639151296,0.620488812,0.759598065,1.123144785,21.380279,180227-1116 Saline Elite-1-4 22,Helium,,Elite-1,4,Saline,9,22,,0
